sample_id,hole_id,from_ft,to_ft,from_m,to_m,description,qaqc,source_samples,ag_ppm,ag_ppm(2),al_%,as_ppm,au_ppm,au_ppm(2),ba_ppm,be_ppm,bi_ppm,ca_%,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_%,cu_ppm,fe_%,ga_ppm,ge_ppm,hf_ppm,in_ppm,k_%,la_ppm,li_ppm,mg_%,mn_ppm,mo_ppm,na_%,nb_ppm,ni_ppm,p_ppm,pb_%,pb_ppm,rb_ppm,re_ppm,recvd_wt._kg,s_%,sb_ppm,sc_ppm,se_ppm,sn_ppm,sn_ppm(2),source_assays,sr_ppm,ta_ppm,te_ppm,th_ppm,ti_%,tl_ppm,u_ppm,v_ppm,w_ppm,y_ppm,zn_%,zn_ppm,zr_ppm
C523440,KM-21-28,nan,nan,nan,nan,0,BLANK CDN-BL-9,KM-21-28.xlsx,1,0.0,2.66,<50,<0.005,0.0,430,<10,<20,1.77,<10,0.0,10,40,0,0.0,30,2.31,<50,0.0,0,0.0,0.7,<50,0.0,0.59,440,<10,2.03,0,20,460,0.0,<20,0,0,0.16,0.05,<50,10,0,0.0,0,TU21159498.csv,200,0,0.0,<50,0.25,<50,<50,80,<50,0.0,0,110,0.0
C523450,KM-21-28,nan,nan,nan,nan,0,STD CDN-ME-1410,KM-21-28.xlsx,68,0.0,1.19,170,0.542,0.0,<50,<10,100,0.93,100,0.0,310,40,0,0.0,37500,28.7,<50,0.0,0,0.0,0.1,<50,0.0,1.94,790,10,0.07,0,60,110,0.0,2440,0,0,0.11,>10.0,<50,<10,0,0.0,0,TU21159498.csv,<10,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,36000,0.0
C523460,KM-21-28,nan,nan,nan,nan,0,BLANK CDN-BL-9,KM-21-28.xlsx,1,0.0,3.03,<50,0.006,0.0,440,<10,<20,1.85,<10,0.0,10,70,0,0.0,40,2.37,<50,0.0,0,0.0,0.7,<50,0.0,0.59,450,<10,2.05,0,30,470,0.0,20,0,0,0.15,0.06,<50,10,0,0.0,0,TU21159498.csv,200,0,0.0,<50,0.25,<50,<50,80,<50,0.0,0,210,0.0
C523470,KM-21-28,nan,nan,nan,nan,0,STD CDN-ME-1902,KM-21-28.xlsx,>200,348.0,3.35,1640,5.11,0.0,1450,<10,30,2.47,180,0.0,70,90,0,0.0,7730,17.65,<50,0.0,0,0.0,1.0,<50,0.0,1.37,1280,750,0.72,0,60,450,0.0,21200,0,0,0.11,>10.0,1020,10,0,0.0,0,TU21159498.csv,90,0,0.0,<50,0.18,<50,<50,140,<50,0.0,0,36400,0.0
C523480,KM-21-28,nan,nan,nan,nan,0,BLANK CDN-BL-9,KM-21-28.xlsx,1,0.0,2.85,<50,<0.005,0.0,450,<10,<20,1.80,<10,0.0,10,40,0,0.0,20,2.25,<50,0.0,0,0.0,0.8,<50,0.0,0.64,440,<10,2.11,0,20,480,0.0,<20,0,0,0.16,<0.05,<50,10,0,0.0,0,TU21159498.csv,200,0,0.0,<50,0.26,<50,<50,80,<50,0.0,0,50,0.0
C523490,KM-21-28,nan,nan,nan,nan,0,STD CDN-ME-1410,KM-21-28.xlsx,69,0.0,1.17,180,0.558,0.0,<50,<10,70,0.93,110,0.0,310,20,0,0.0,36200,28.1,<50,0.0,0,0.0,0.1,<50,0.0,1.96,790,10,0.07,0,60,100,0.0,2450,0,0,0.11,>10.0,<50,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,35500,0.0
C523500,KM-21-28,nan,nan,nan,nan,0,BLANK CDN-BL-9,KM-21-28.xlsx,<1,0.0,3.21,<50,0.005,0.0,460,<10,<20,1.87,<10,0.0,10,50,0,0.0,30,2.35,<50,0.0,0,0.0,0.6,<50,0.0,0.62,450,<10,2.09,0,30,490,0.0,<20,0,0,0.16,<0.05,<50,10,0,0.0,0,TU21159498.csv,210,0,0.0,<50,0.26,<50,<50,80,<50,0.0,0,50,0.0
C523428,KM-21-28,1988.0,1992.0,605.9,607.2,"light gray schist, no mineralization",0,KM-21-28.xlsx,10,0.0,6.34,910,0.168,0.0,200,<10,<20,4.21,10,0.0,10,30,0,0.0,2100,6.53,<50,0.0,0,0.0,0.9,<50,0.0,7.65,1140,<10,0.13,0,10,170,0.0,200,0,0,5.24,0.79,1290,10,0,0.0,0,TU21159498.csv,50,0,0.0,<50,0.09,<50,<50,30,<50,0.0,0,3310,0.0
C523429,KM-21-28,1992.0,1996.5,607.2,608.5,"light gray schist plus quartz vein, no mineralization",0,KM-21-28.xlsx,2,0.0,5.05,170,0.030,0.0,330,<10,<20,7.02,<10,0.0,<10,20,0,0.0,130,3.22,<50,0.0,0,0.0,1.5,<50,0.0,4.28,1030,<10,0.26,0,<10,180,0.0,40,0,0,4.97,0.10,70,10,0,0.0,0,TU21159498.csv,70,0,0.0,<50,0.08,<50,<50,20,<50,0.0,0,230,0.0
C523431,KM-21-28,1996.5,1998.5,608.5,609.1,"light gray schist, 5-7% very fine pyrite",0,KM-21-28.xlsx,6,0.0,5.54,920,0.372,0.0,540,<10,<20,2.14,<10,0.0,40,10,0,0.0,780,7.93,<50,0.0,0,0.0,2.4,<50,0.0,1.75,300,10,0.33,0,30,210,0.0,270,0,0,2.96,6.66,480,20,0,0.0,0,TU21159498.csv,30,0,0.0,<50,0.07,<50,<50,20,<50,0.0,0,1270,0.0
C523432,KM-21-28,1998.5,2001.0,609.1,609.9,"light gray schist plus quartz vein, <1% pyrite, <.01% dark sulfide (tetrahedrite-tennantite?)",0,KM-21-28.xlsx,1,0.0,5.35,160,0.023,0.0,500,<10,<20,6.96,<10,0.0,<10,20,0,0.0,90,3.52,<50,0.0,0,0.0,2.0,<50,0.0,3.79,860,<10,0.29,0,10,160,0.0,110,0,0,3.74,0.08,60,10,0,0.0,0,TU21159498.csv,60,0,0.0,<50,0.10,<50,<50,20,<50,0.0,0,410,0.0
C523433,KM-21-28,2001.0,2006.0,609.9,611.4,"light gray schist, silicified ( or exhalite?), no mineralization",0,KM-21-28.xlsx,10,0.0,3.26,260,0.799,0.0,250,<10,<20,14.45,<10,0.0,<10,20,0,0.0,580,3.81,<50,0.0,0,0.0,1.1,<50,0.0,7.1,1630,<10,0.17,0,10,120,0.0,200,0,0,7.17,0.23,390,10,0,0.0,0,TU21159498.csv,80,0,0.0,<50,0.05,<50,<50,10,<50,0.0,0,360,0.0
C523434,KM-21-28,2006.0,2011.0,611.4,613.0,"light gray schist, quartz + dolomite vein (or exhalite??), <.01% dark sulfide (tetrahedrite-tennantite?)",0,KM-21-28.xlsx,3,0.0,2.88,4060,0.053,0.0,230,<10,<20,11.90,<10,0.0,10,30,0,0.0,160,4.82,<50,0.0,0,0.0,0.9,<50,0.0,5.81,1230,<10,0.17,0,10,170,0.0,140,0,0,6.26,1.34,100,10,0,0.0,0,TU21159498.csv,80,0,0.0,<50,0.06,<50,<50,60,<50,0.0,0,1660,0.0
C523435,KM-21-28,2011.0,2016.0,613.0,614.5,"medium gray schist, <0.1% pyrite",0,KM-21-28.xlsx,6,0.0,5.47,110,0.061,0.0,110,<10,<20,4.18,<10,0.0,20,110,0,0.0,830,8.55,<50,0.0,0,0.0,0.5,<50,0.0,6.22,720,<10,0.07,0,40,400,0.0,80,0,0,5.33,0.29,380,30,0,0.0,0,TU21159498.csv,30,0,0.0,<50,0.15,<50,<50,190,<50,0.0,0,580,0.0
C523436,KM-21-28,2016.0,2021.0,614.5,616.0,"medium gray schist, no mineralization",0,KM-21-28.xlsx,<1,0.0,5.83,140,0.009,0.0,220,<10,<20,3.58,<10,0.0,40,120,0,0.0,130,7.7,<50,0.0,0,0.0,0.7,<50,0.0,5.8,680,<10,0.09,0,50,430,0.0,<20,0,0,6.77,0.11,<50,30,0,0.0,0,TU21159498.csv,20,0,0.0,<50,0.19,<50,<50,230,<50,0.0,0,440,0.0
C523437,KM-21-28,2021.0,2025.5,616.0,617.4,"medium gray schist, no mineralization",0,KM-21-28.xlsx,<1,0.0,5.80,160,0.006,0.0,190,<10,<20,3.76,<10,0.0,30,140,0,0.0,160,7.89,<50,0.0,0,0.0,0.6,<50,0.0,6.05,710,<10,0.09,0,50,440,0.0,<20,0,0,5.17,0.08,<50,30,0,0.0,0,TU21159498.csv,30,0,0.0,<50,0.15,<50,<50,230,<50,0.0,0,460,0.0
C523438,KM-21-28,2025.5,2028.5,617.4,618.3,"medium gray schist, SM, 30-40 pyrite, 1-2% arsenopyrite, 2-3% green sphalerite",0,KM-21-28.xlsx,4,0.0,1.61,470,0.653,0.0,70,<10,<20,1.92,160,0.0,30,30,0,0.0,5970,24.3,<50,0.0,0,0.0,0.3,<50,0.0,3.6,1510,<10,<0.05,0,10,110,0.0,600,0,0,4.04,>10.0,<50,10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,50,<50,0.0,0,57200,0.0
C523439,KM-21-28,2028.5,2031.0,618.3,619.0,"tan gray schist, 1-2% pyrite in crystals to 3mm",0,KM-21-28.xlsx,<1,0.0,5.82,160,0.010,0.0,410,<10,<20,5.03,<10,0.0,40,130,0,0.0,180,7.45,<50,0.0,0,0.0,1.2,<50,0.0,4.88,960,<10,0.21,0,50,440,0.0,<20,0,0,3.7,0.23,<50,30,0,0.0,0,TU21159498.csv,40,0,0.0,<50,0.20,<50,<50,220,<50,0.0,0,420,0.0
C523441,KM-21-28,2031.0,2036.0,619.0,620.6,"tan gray schist, 1-2% pyrite in crystals to 3mm",0,KM-21-28.xlsx,<1,0.0,5.91,60,0.006,0.0,390,<10,<20,5.07,<10,0.0,30,120,0,0.0,160,7.15,<50,0.0,0,0.0,1.1,<50,0.0,5.47,1030,<10,0.16,0,50,420,0.0,<20,0,0,6.08,0.22,<50,30,0,0.0,0,TU21159498.csv,30,0,0.0,<50,0.24,<50,<50,210,<50,0.0,0,270,0.0
C523442,KM-21-28,2036.0,2041.0,620.6,622.1,"tan gray schist, no mineralization",0,KM-21-28.xlsx,<1,0.0,6.25,200,0.009,0.0,470,<10,<20,5.24,<10,0.0,40,120,0,0.0,230,7.34,<50,0.0,0,0.0,1.2,<50,0.0,5.43,1120,<10,0.16,0,40,420,0.0,<20,0,0,6.48,0.35,<50,30,0,0.0,0,TU21159498.csv,40,0,0.0,<50,0.23,<50,<50,210,<50,0.0,0,210,0.0
C523443,KM-21-28,2041.0,2046.0,622.1,623.6,"tan gray schist plus 1-foot dike, no mineralization, trace black chlorite",0,KM-21-28.xlsx,<1,0.0,6.65,70,0.007,0.0,100,<10,<20,3.50,<10,0.0,30,180,0,0.0,1130,9.34,<50,0.0,0,0.0,0.3,<50,0.0,7.16,960,<10,0.51,0,70,530,0.0,40,0,0,6.2,1.22,<50,30,0,0.0,0,TU21159498.csv,50,0,0.0,<50,0.27,<50,<50,180,<50,0.0,0,380,0.0
C523444,KM-21-28,2046.0,2051.0,623.6,625.1,"gray schist, 10-15% pyrite, fine to crystals to 3mm, minor black chlorite",0,KM-21-28.xlsx,3,0.0,4.82,90,0.021,0.0,<50,<10,<20,2.29,20,0.0,60,<10,0,0.0,11800,16.4,<50,0.0,0,0.0,<0.1,<50,0.0,7.95,1560,<10,<0.05,0,<10,<50,0.0,230,0,0,8.04,8.75,<50,10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,6170,0.0
C523445,KM-21-28,2051.0,2056.0,625.1,626.7,"gray schist, 5% pyrite, fine to crystals to 3mm, minor black chlorite",0,KM-21-28.xlsx,3,0.0,6.14,130,0.016,0.0,<50,<10,<20,2.10,<10,0.0,30,10,0,0.0,5330,10.2,<50,0.0,0,0.0,<0.1,<50,0.0,9.0,910,<10,<0.05,0,10,50,0.0,70,0,0,5.86,2.21,280,10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,0.07,<50,<50,20,<50,0.0,0,610,0.0
C523446,KM-21-28,2056.0,2061.0,626.7,628.2,"gray schist, 1-2% pyrite, fine to crystals to 3mm, minor black chlorite",0,KM-21-28.xlsx,1,0.0,4.81,<50,0.023,0.0,<50,<10,<20,4.22,20,0.0,10,<10,0,0.0,2800,12.35,<50,0.0,0,0.0,<0.1,<50,0.0,9.18,1520,<10,<0.05,0,<10,<50,0.0,180,0,0,7.0,4.46,50,10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,7130,0.0
C523447,KM-21-28,2061.0,2066.0,628.2,629.7,"gray schist, 1-2% pyrite, fine to crystals to 3mm, minor black chlorite",0,KM-21-28.xlsx,3,0.0,4.87,380,0.054,0.0,<50,<10,<20,3.13,60,0.0,10,20,0,0.0,2300,12.45,<50,0.0,0,0.0,<0.1,<50,0.0,8.21,1410,<10,<0.05,0,10,110,0.0,240,0,0,6.91,4.95,180,10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,30,<50,0.0,0,18400,0.0
C523448,KM-21-28,2066.0,2070.0,629.7,630.9,"gray schist, 2-3% fine pyrite, trace chalcopyrite 0.1%; minor black chlorite",0,KM-21-28.xlsx,13,0.0,6.55,1530,0.113,0.0,<50,<10,<20,5.07,20,0.0,10,<10,0,0.0,4030,11.45,<50,0.0,0,0.0,<0.1,<50,0.0,10.1,1520,<10,<0.05,0,<10,<50,0.0,140,0,0,4.24,2.13,1070,10,0,0.0,0,TU21159498.csv,30,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,6050,0.0
C523449,KM-21-28,2070.0,2075.0,630.9,632.5,"gray schist, 5-7% fine pyrite, trace sphalerite  0.05%; minor black chlorite",0,KM-21-28.xlsx,8,0.0,5.72,2100,0.175,0.0,<50,<10,<20,3.95,10,0.0,30,30,0,0.0,5510,12.8,<50,0.0,0,0.0,<0.1,<50,0.0,9.47,1470,<10,<0.05,0,10,50,0.0,230,0,0,6.43,4.38,590,10,0,0.0,0,TU21159498.csv,30,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,4740,0.0
C523451,KM-21-28,2075.0,2080.0,632.5,634.0,"gray schist, 25% very fine pyrite, 2-3% chalcopyrite, 1-2% sphalerite, 2-3% tetrahedrite-tennantite; trace black chlorite",0,KM-21-28.xlsx,8,0.0,3.96,620,0.097,0.0,<50,<10,<20,4.50,<10,0.0,120,20,0,0.0,28100,13.75,<50,0.0,0,0.0,<0.1,<50,0.0,8.23,1640,<10,<0.05,0,10,50,0.0,310,0,0,6.85,6.46,100,10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,1270,0.0
C523452,KM-21-28,2080.0,2084.0,634.0,635.2,"gray schist + quartz/dolomite; , 5% pyrite with 1% arsenopyrite?, 0.05% sphalerite, 0.05% tetrahedrite-tennantite",0,KM-21-28.xlsx,5,0.0,2.61,400,0.037,0.0,<50,<10,<20,6.46,<10,0.0,20,40,0,0.0,3720,7.79,<50,0.0,0,0.0,<0.1,<50,0.0,8.21,1210,<10,<0.05,0,20,<50,0.0,40,0,0,5.39,1.62,560,<10,0,0.0,0,TU21159498.csv,50,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,360,0.0
C523453,KM-21-28,2084.0,2088.0,635.2,636.4,"gray schist + quartz/dolomite; , 5% pyrite with 1% arsenopyrite?",0,KM-21-28.xlsx,1,0.0,2.65,680,0.030,0.0,<50,<10,<20,6.54,<10,0.0,40,10,0,0.0,1740,11.55,<50,0.0,0,0.0,<0.1,<50,0.0,7.4,1430,<10,<0.05,0,<10,<50,0.0,110,0,0,5.52,5.57,<50,<10,0,0.0,0,TU21159498.csv,40,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,310,0.0
C523454,KM-21-28,2088.0,2093.0,636.4,638.0,gray schist; 5% pyrite with 1% arsenopyrite?; minor black chlorite,0,KM-21-28.xlsx,1,0.0,5.05,170,0.030,0.0,<50,<10,<20,4.22,10,0.0,20,40,0,0.0,1990,11.8,<50,0.0,0,0.0,<0.1,<50,0.0,8.75,1310,<10,<0.05,0,20,130,0.0,150,0,0,6.99,4.81,<50,10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,4260,0.0
C523455,KM-21-28,2093.0,2098.0,638.0,639.5,gray schist; 7-10% pyrite with 1-2% arsenopyrite?; moderate black chlorite,0,KM-21-28.xlsx,4,0.0,5.40,120,0.049,0.0,<50,<10,<20,2.88,10,0.0,40,<10,0,0.0,12750,16.55,<50,0.0,0,0.0,<0.1,<50,0.0,9.43,1560,<10,<0.05,0,<10,110,0.0,370,0,0,7.05,9.51,<50,10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,0.05,<50,<50,<10,<50,0.0,0,3390,0.0
C523456,KM-21-28,2098.0,2102.0,639.5,640.7,gray schist; 2-3% pyrite; abundant black chlorite,0,KM-21-28.xlsx,1,0.0,7.18,<50,0.015,0.0,<50,<10,<20,1.12,20,0.0,20,<10,0,0.0,2200,10.85,<50,0.0,0,0.0,<0.1,<50,0.0,9.2,470,<10,<0.05,0,<10,310,0.0,110,0,0,5.82,2.99,<50,20,0,0.0,0,TU21159498.csv,10,0,0.0,<50,0.15,<50,<50,150,<50,0.0,0,6670,0.0
C523457,KM-21-28,2102.0,2107.0,640.7,642.2,"gray schist; 20% pyrite, 5% chalcopyrite; moderate black chlorite",0,KM-21-28.xlsx,7,0.0,3.21,50,0.027,0.0,<50,<10,<20,5.47,40,0.0,40,<10,0,0.0,16850,19.5,<50,0.0,0,0.0,<0.1,<50,0.0,7.2,1550,<10,<0.05,0,<10,<50,0.0,630,0,0,7.07,>10.0,<50,<10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,15100,0.0
C523458,KM-21-28,2107.0,2110.0,642.2,643.1,"gray schist; 20% pyrite, 5% chalcopyrite; moderate black chlorite",0,KM-21-28.xlsx,8,0.0,2.19,160,0.259,0.0,<50,<10,<20,7.24,150,0.0,20,<10,0,0.0,5010,18.2,<50,0.0,0,0.0,<0.1,<50,0.0,6.24,1930,<10,<0.05,0,<10,<50,0.0,5950,0,0,5.03,>10.0,120,<10,0,0.0,0,TU21159498.csv,30,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,59100,0.0
C523459,KM-21-28,2110.0,2115.0,643.1,644.6,"gray schist + dolomite, SM, 30% pyrite, 2-3% chalcopyrite, 5-7% sphalerite; trace black chlorite",0,KM-21-28.xlsx,15,0.0,0.41,23100,2.61,0.0,<50,<10,<20,11.30,210,0.0,10,30,0,0.0,3040,14.95,<50,0.0,0,0.0,<0.1,<50,0.0,5.45,4210,<10,<0.05,0,20,80,0.0,8010,0,0,7.3,>10.0,540,<10,0,0.0,0,TU21159498.csv,40,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,94600,0.0
C523461,KM-21-28,2115.0,2118.0,644.6,645.6,"gray schist, no mineralization",0,KM-21-28.xlsx,1,0.0,6.49,220,0.041,0.0,260,<10,<20,1.62,20,0.0,20,30,0,0.0,960,9.04,<50,0.0,0,0.0,1.5,<50,0.0,2.79,930,<10,0.42,0,10,920,0.0,1950,0,0,3.48,1.70,<50,30,0,0.0,0,TU21159498.csv,30,0,0.0,<50,0.13,<50,<50,80,<50,0.0,0,6750,0.0
C523462,KM-21-28,2118.0,2122.0,645.6,646.8,"gray schist, no mineralization",0,KM-21-28.xlsx,<1,0.0,7.04,140,0.009,0.0,250,<10,<20,0.88,<10,0.0,20,10,0,0.0,130,8.77,<50,0.0,0,0.0,1.5,<50,0.0,2.82,700,<10,0.62,0,<10,950,0.0,40,0,0,5.13,0.26,<50,30,0,0.0,0,TU21159498.csv,40,0,0.0,<50,0.14,<50,<50,90,<50,0.0,0,260,0.0
C523463,KM-21-28,2122.0,2125.5,646.8,647.8,"gray schist, 1-2% ultrafine pyrite in bands",0,KM-21-28.xlsx,5,0.0,1.27,28700,1.280,0.0,<50,<10,<20,3.40,110,0.0,60,20,0,0.0,4030,28.8,<50,0.0,0,0.0,0.1,<50,0.0,3.59,2040,10,<0.05,0,10,80,0.0,270,0,0,3.35,>10.0,110,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,40100,0.0
C523464,KM-21-28,2125.5,2129.0,647.8,648.9,"SM-MS; 40-50% pyrite,  3-5% sphalerite, 2-3% galena",0,KM-21-28.xlsx,10,0.0,5.94,700,0.211,0.0,130,<10,<20,0.57,50,0.0,20,<10,0,0.0,4640,14.45,<50,0.0,0,0.0,0.7,<50,0.0,3.83,580,10,0.15,0,<10,830,0.0,2570,0,0,5.41,6.30,110,20,0,0.0,0,TU21159498.csv,10,0,0.0,<50,0.14,<50,<50,40,<50,0.0,0,21500,0.0
C523465,KM-21-28,2129.0,2133.0,648.9,650.1,"SM-MS; 50% pyrite,  5-7% sphalerite, 2-3% galena",0,KM-21-28.xlsx,36,0.0,1.28,34800,5.15,0.0,<50,<10,<20,4.51,230,0.0,40,10,0,0.0,7260,24.2,<50,0.0,0,0.0,0.1,<50,0.0,3.8,2080,<10,<0.05,0,10,<50,0.0,10250,0,0,6.03,>10.0,200,<10,0,0.0,0,TU21159498.csv,20,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,88800,0.0
C523466,KM-21-28,2133.0,2136.0,650.1,651.0,"SM-MS; 15-20% pyrite, 3-5% chalcopyrite, 2-3% sphalerite",0,KM-21-28.xlsx,38,0.0,1.42,13950,2.20,0.0,<50,<10,<20,7.66,130,0.0,20,<10,0,0.0,20900,15.1,<50,0.0,0,0.0,0.1,<50,0.0,4.66,1110,<10,<0.05,0,<10,80,0.0,8630,0,0,4.29,>10.0,80,<10,0,0.0,0,TU21159498.csv,40,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,46800,0.0
C523467,KM-21-28,2136.0,2140.0,651.0,652.3,"SM-MS; 20-30% pyrite, 2-3% chalcopyrite, 3-5% sphalerite, 2-3% dark sulfides (tetrahedrite-tennantite?)",0,KM-21-28.xlsx,11,0.0,4.64,50200,4.66,0.0,<50,<10,<20,5.36,120,0.0,10,<10,0,0.0,1850,16.65,<50,0.0,0,0.0,0.1,<50,0.0,6.77,1320,<10,<0.05,0,<10,140,0.0,3070,0,0,5.89,>10.0,270,10,0,0.0,0,TU21159498.csv,30,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,51900,0.0
C523468,KM-21-28,2140.0,2145.0,652.3,653.8,"gray schist, 15-20% ultrafine pyrite,  0.1% chalcopyrite, 0.1% sphalerite",0,KM-21-28.xlsx,9,0.0,3.93,9300,0.888,0.0,<50,<10,<20,5.89,120,0.0,10,<10,0,0.0,3390,15.15,<50,0.0,0,0.0,<0.1,<50,0.0,8.14,1210,<10,<0.05,0,10,70,0.0,940,0,0,7.27,>10.0,140,10,0,0.0,0,TU21159498.csv,40,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,45700,0.0
C523469,KM-21-28,2145.0,2150.0,653.8,655.3,"gray schist, 10% ultrafine pyrite,  0.5% chalcopyrite, 0.1% sphalerite",0,KM-21-28.xlsx,5,0.0,5.14,3810,0.258,0.0,<50,<10,<20,4.93,100,0.0,30,10,0,0.0,7030,15.2,<50,0.0,0,0.0,0.1,<50,0.0,7.09,1210,<10,<0.05,0,<10,180,0.0,370,0,0,6.44,7.32,<50,20,0,0.0,0,TU21159498.csv,50,0,0.0,<50,0.13,<50,<50,100,<50,0.0,0,35700,0.0
C523471,KM-21-28,2150.0,2154.0,655.3,656.5,"dark gray silicified schist + exhalite, 15% pyrite, 2-3% chalcopyrite, 2-3% sphalerite, 2-3% very fine dark sulfide (galena ?); trace black chlorite",0,KM-21-28.xlsx,6,0.0,0.76,11300,1.045,0.0,<50,<10,<20,10.90,140,0.0,30,<10,0,0.0,6930,16.8,<50,0.0,0,0.0,<0.1,<50,0.0,5.12,2720,<10,<0.05,0,<10,<50,0.0,160,0,0,5.99,>10.0,50,<10,0,0.0,0,TU21159498.csv,40,0,0.0,<50,<0.05,<50,<50,10,<50,0.0,0,50000,0.0
C523472,KM-21-28,2154.0,2156.0,656.5,657.2,"gray schist, 0.1% pyrite",0,KM-21-28.xlsx,11,0.0,7.68,640,0.089,0.0,100,<10,<20,0.41,<10,0.0,20,<10,0,0.0,930,11.6,<50,0.0,0,0.0,0.4,<50,0.0,4.76,280,10,<0.05,0,<10,1360,0.0,120,0,0,2.51,1.47,520,30,0,0.0,0,TU21159498.csv,40,0,0.0,<50,0.24,<50,<50,100,<50,0.0,0,680,0.0
C523473,KM-21-28,2156.0,2161.0,657.2,658.7,"silicified schist + exhalite, 20% pyrite, 10% chalcopyrite, 2-3% sphalerite, 2-3% galena",0,KM-21-28.xlsx,69,0.0,0.39,5860,0.769,0.0,<50,<10,<20,12.65,50,0.0,100,<10,0,0.0,39400,14.3,<50,0.0,0,0.0,<0.1,<50,0.0,7.17,2260,<10,<0.05,0,<10,<50,0.0,1640,0,0,7.44,9.92,2000,<10,0,0.0,0,TU21159498.csv,50,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,18200,0.0
C523474,KM-21-28,2161.0,2166.0,658.7,660.2,"silicified schist + exhalite, 20% pyrite, 10% chalcopyrite, 2-3% sphalerite, 2-3% galena",0,KM-21-28.xlsx,12,0.0,<0.05,970,0.365,0.0,<50,<10,<20,9.41,10,0.0,240,<10,0,0.0,15550,24.2,<50,0.0,0,0.0,<0.1,<50,0.0,6.0,2080,<10,<0.05,0,<10,<50,0.0,370,0,0,7.82,>10.0,180,<10,0,0.0,0,TU21159498.csv,30,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,3690,0.0
C523475,KM-21-28,2166.0,2170.0,660.2,661.4,"silicified schist + exhalite, 40% pyrite, 10% chalcopyrite, 2-3% sphalerite",0,KM-21-28.xlsx,46,0.0,0.05,5480,0.736,0.0,<50,<10,<20,5.09,120,0.0,140,<10,0,0.0,10800,29.2,<50,0.0,0,0.0,<0.1,<50,0.0,3.75,1590,<10,<0.05,0,10,<50,0.0,2100,0,0,6.52,>10.0,1290,<10,0,0.0,0,TU21159498.csv,10,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,41200,0.0
C523476,KM-21-28,2170.0,2174.0,661.4,662.6,"silicified schist + exhalite, 30% pyrite, 2-3% chalcopyrite, 5-7% sphalerite",0,KM-21-28.xlsx,8,0.0,<0.05,20900,1.975,0.0,<50,<10,<20,8.76,280,0.0,30,<10,0,0.0,3220,20.0,<50,0.0,0,0.0,<0.1,<50,0.0,4.91,1690,<10,<0.05,0,<10,<50,0.0,850,0,0,6.49,>10.0,250,<10,0,0.0,0,TU21159498.csv,30,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,96200,0.0
C523477,KM-21-28,2174.0,2177.0,662.6,663.6,"gray exhalite; 10% pyrite, 1-2% chalcopyrite, 1-2% sphalerite,3-5% tetrahedrite-tennantite",0,KM-21-28.xlsx,8,0.0,<0.05,59200,5.43,0.0,<50,<10,<20,13.35,140,0.0,10,<10,0,0.0,5410,11.55,<50,0.0,0,0.0,<0.1,<50,0.0,6.97,1800,<10,<0.05,0,<10,<50,0.0,120,0,0,4.72,8.40,230,<10,0,0.0,0,TU21159498.csv,50,0,0.0,<50,<0.05,<50,<50,<10,<50,0.0,0,45500,0.0
